,Reviews,Game Title
165,"Snowblind Studios delivers an experience that will satisfy even the staunchest Tolkien purist, and playing through the new story with your friends is fun even though the action and UI is not as impressive as the lore.",The Lord of the Rings: War in the North
166,"A surprisingly detailed add-in for this controversially received sequel. New approaches to encounter design and smarter enemies stand out, although story remains a strong feature.",Dragon Age II: Legacy
167,"Honest Hearts is one of the better DLC packs Bethesda has released yet, and it comes down to the combination of an interesting landscape and original story along with unique RPG choices, then layering the signature Fallout brand (at least, since Bethesda took over) of slightly off-kilter, but still intensely entertaining FPS combat on top.",Fallout: New Vegas - Honest Hearts
168,Quotation forthcoming.,Dead Rising 2: Off the Record
169,"The main game alone is more than worth the budget price, but there's also a series of challenge levels and a New Game Plus option that allows players to go back and find all the secrets they missed the first time around.",Serious Sam Double D
170," is one of the new kings of the genre, and it's incredibly difficult to put down.",Dungeons
171,"Spore is an infinitely more unique and nuanced experience than , but in the end,  is much more likely to stick around in the gamer psyche. It may not do anything particularly new, but the way it polishes and riffs on known gaming conventions should leave you happily clicking on bad guys and collecting new body parts late into the night.",Darkspore
172,"If you're looking for a portable-optimized intense high-score game centered around killing zombie-like enemies, this fits the bill. The Mercenaries 3D is worthy of a full retail release, and hopefully we'll see more like it in the future.",Resident Evil: The Mercenaries 3D
173,"All in all,  is a decently rounded game that only needs a little bit of polishing to finish off its great game design and put itself on the list of titles that will probably have a cult following for years to come.",Hoard
174,"Cargo! is a little on the short side (I finished it in five hours and probably could've improved on that), but it delights and surprises at every turn as it propels you through its frankly baffling narrative. Much like Ice-Pick Lodge themselves, you'll never quite be able to predict what it's going to throw at you next.",Cargo! The Quest for Gravity
175,"At $5.00,  is a steal.",Serious Sam: The Random Encounter
176,"Spongebob Squigglepants might not have the polish of its garlic breathed inspiration, but it's a pretty solid title, even if you're not a SpongeBob fan. [May 2011, p.87]",SpongeBob Squigglepants 3D
177,"The end result is one more excellent entry in what's become a fantastic library of brawlers for N3DS. [June 2011, p.86]",BlazBlue: Continuum Shift II
178,"Dark Energy Digital sets the bar incredibly high for every other developer out there as a company that not only cares and supports their games but continuously strives to improve them even after they have your money. Hydrophobia: Prophecy is not only the best iteration of the game to date, it is by far the most visually stunning and engaging game I've played on my PC since Crysis 2, and for only $12 you won't find a better game or a better bargain.",Hydrophobia Prophecy
179,A solid strategy game for exciting hours in a historical context.,Supreme Ruler: Cold War
180,"What  lacks in deep RPG systems or kinetic combat, it compensates for with the darkness of the humour. This is the only action RPG we've ever played where we end up avoiding combat and talking to every bystander in town, rather than the opposite.",The Baconing
181,"It's more Harvest Moon, sure, but it's still top-notch fun, and the inclusion of clear goals this time around should convert some new fans to the series.",Harvest Moon 3D: The Tale of Two Towns
182,"a very enjoyable game. The puzzles will keep players on their toes, and the story is interesting and entertaining. The price is totally right and for what you get; it's definitely worth the price.",Puzzle Agent 2
183,"Rationalizing the cost versus the content is a tough one, but I can say this will not hold you over till the release of Mass Effect 3.",Mass Effect 2: Arrival
184,A truly beautiful puzzle game that soothes the mind and engages your imagination as well as your intellect. Perhaps not for the most dedicated puzzle enthusiasts but surely something that will leave most gamers smiling afterwards.,The Tiny Bang Story
185,"An incredibly strong debut for 3DSWare. Grab this one quickly, 3DS owners, and start recapturing some of that old Mario Golf magic.",Let's Golf 3D
186,"Realistically, mistakes will be made, some boss battles will be more challenging than others, and a secret treasure or two will be missed that will add more time to your adventure. But whether you play for 10 or 40 hours, Chantelise is a delightful, whimsical action role-playing game.",Chantelise: A Tale of Two Sisters
187," is not a well rounded rhythm game, but it has plenty going for it.",Gabrielle's Ghostly Groove 3D
188,"Breach shows strong respect for armed combat. The weight, realism, and dry approach to the online shooter genre proves Atomic Games as a developer who takes their first-person shooters seriously. By dealing with its content maturely, Breach proves that sometimes games don't die; they just change shape.",Breach (2011)
189,"The addition of 3D is nice, but those who have already experienced the joys of Rayman 2 can probably move on. The rest of you should take this opportunity to see what you've been missing. [April 2011, p.85]",Rayman 3D
